Rank,Club,Country,Level,Elo,From,To
None,Holstein,GER,2,1510.75866699,2025-08-11,2025-08-24
None,Malmoe,SWE,1,1507.95141602,2025-08-22,2025-08-24
None,Jablonec,CZE,1,1507.05944824,2025-08-17,2025-08-23
None,Brann,NOR,1,1506.74914551,2025-08-22,2025-08-24
None,Norwich,ENG,2,1506.72290039,2025-08-17,2025-08-31
None,Basel,SUI,1,1506.4588623,2025-08-21,2025-08-27
None,Hammarby,SWE,1,1506.12988281,2025-08-18,2025-08-24
None,Huesca,ESP,2,1502.22277832,2025-08-18,2025-08-23
None,Stoke,ENG,2,1502.09265137,2025-08-17,2025-08-31
None,Hull,ENG,2,1501.04260254,2025-08-18,2025-08-31
None,Mechelen,BEL,1,1500.62805176,2025-08-20,2025-08-24
None,Go Ahead Eagles,NED,1,1500.5838623,2025-08-18,2025-08-23
None,Dynamo Kyiv,UKR,1,1500.11120605,2025-08-22,2025-08-31
None,Albacete,ESP,2,1499.81213379,2025-08-19,2025-08-25
None,Ferencvaros,HUN,1,1499.79528809,2025-08-20,2025-08-27
None,Charleroi,BEL,1,1499.4519043,2025-08-20,2025-08-23
None,Sparta Rotterdam,NED,1,1499.08911133,2025-08-18,2025-08-23
None,Jagiellonia,POL,1,1499.05822754,2025-08-22,2025-08-24
None,Paderborn,GER,2,1498.50756836,2025-08-09,2025-08-23
None,Elversberg,GER,2,1497.43933105,2025-08-11,2025-08-22
None,Trabzonspor,TUR,1,1496.69763184,2025-08-21,2025-08-24
None,Banik Ostrava,CZE,1,1496.26660156,2025-08-22,2025-08-24
None,Blackburn,ENG,2,1494.89208984,2025-08-17,2025-08-31
None,Legia,POL,1,1494.09179688,2025-08-22,2025-08-24
None,Gijon,ESP,2,1493.27929688,2025-08-19,2025-08-23
None,Hannover,GER,2,1492.12451172,2025-08-10,2025-08-23
None,Nordsjaelland,DEN,1,1491.93359375,2025-08-21,2025-08-25
None,Bueyueksehir,TUR,1,1491.50549316,2025-08-22,2025-08-24
None,Karlsruhe,GER,2,1490.94763184,2025-08-11,2025-08-23
None,Montpellier,FRA,2,1487.99841309,2025-08-19,2025-08-23
None,Moreirense,POR,1,1486.73999023,2025-08-21,2025-08-23
None,Arouca,POR,1,1485.91809082,2025-08-21,2025-08-23
None,Larnaca,CYP,0,1485.15551758,2025-08-22,2025-08-31
None,Young Boys,SUI,1,1484.49951172,2025-08-22,2025-08-31
None,Burgos,ESP,2,1483.71520996,2025-08-16,2025-08-24
None,QPR,ENG,2,1483.20703125,2025-08-17,2025-08-31
None,Santa Clara,POR,1,1482.88354492,2025-08-22,2025-08-24
None,Elfsborg,SWE,1,1482.55090332,2025-08-17,2025-08-24
None,Preston,ENG,2,1481.87817383,2025-08-17,2025-08-31
None,Omonia,CYP,0,1481.21252441,2025-08-22,2025-08-31
None,Zwolle,NED,1,1480.54077148,2025-08-16,2025-08-24
None,Aarhus,DEN,1,1479.92297363,2025-08-21,2025-08-24
None,Beer-Sheva,ISR,1,1479.32470703,2025-08-15,2025-08-23
None,Portsmouth,ENG,2,1478.96374512,2025-08-17,2025-08-31
None,Casa Pia,POR,1,1477.74645996,2025-08-21,2025-08-24
None,Valladolid,ESP,2,1476.47192383,2025-08-16,2025-08-31
None,Depor,ESP,2,1475.17407227,2025-08-17,2025-08-24
None,Aris Limassol,CYP,0,1475.00793457,2025-08-20,2025-08-31
None,Gent,BEL,1,1474.35327148,2025-08-20,2025-08-24
None,Razgrad,BUL,1,1473.90588379,2025-08-22,2025-08-25
None,Estoril,POR,1,1473.68518066,2025-08-21,2025-08-24
None,Steaua,ROM,1,1471.92407227,2025-08-22,2025-08-31
None,Watford,ENG,2,1471.36804199,2025-08-17,2025-08-31
None,Rosenborg,NOR,1,1470.67736816,2025-08-22,2025-08-23
None,Duesseldorf,GER,2,1470.67456055,2025-08-10,2025-08-23
None,St Truiden,BEL,1,1469.99951172,2025-08-20,2025-08-23
None,Darmstadt,GER,2,1469.796875,2025-08-09,2025-08-24
None,Randers,DEN,1,1469.35864258,2025-08-21,2025-08-24
None,Sheffield Weds,ENG,2,1468.3527832,2025-08-17,2025-08-31
None,Palermo,ITA,2,1467.56677246,2025-06-01,2025-08-23
None,Djurgarden,SWE,1,1466.96716309,2025-08-18,2025-08-24
None,Wolfsberg,AUT,1,1463.78222656,2025-08-22,2025-08-24
None,CFR Cluj,ROM,1,1462.39013672,2025-08-22,2025-08-24
None,Samsunspor,TUR,1,1462.32189941,2025-08-22,2025-08-31
None,Cordoba,ESP,2,1461.45629883,2025-08-19,2025-08-25
None,Catanzaro,ITA,2,1461.07910156,2025-06-01,2025-08-24
None,Rubin Kazan,RUS,1,1460.34350586,2025-07-21,2025-08-31
None,Rio Ave,POR,1,1458.8425293,2025-08-21,2025-08-23
None,Silkeborg,DEN,1,1457.18493652,2025-08-21,2025-08-24
None,Craiova,ROM,1,1455.36572266,2025-08-22,2025-08-24
None,Castellon,ESP,2,1455.16235352,2025-08-17,2025-08-31
None,Viborg,DEN,1,1453.61083984,2025-08-21,2025-08-25
None,Guingamp,FRA,2,1453.25671387,2025-08-17,2025-08-23
None,Magdeburg,GER,2,1453.06225586,2025-08-10,2025-08-23
None,Juve Stabia,ITA,2,1452.53820801,2025-06-01,2025-08-23
None,Cercle Brugge,BEL,1,1452.48339844,2025-08-20,2025-08-23
None,Gil Vicente,POR,1,1451.85974121,2025-08-21,2025-08-24
None,Rostov,RUS,1,1451.55578613,2025-07-21,2025-08-31
None,Molde,NOR,1,1450.60778809,2025-08-21,2025-08-24
None,Bastia,FRA,2,1449.39538574,2025-08-16,2025-08-22
None,Malaga,ESP,2,1448.81970215,2025-08-17,2025-08-24
None,Standard,BEL,1,1448.41174316,2025-08-20,2025-08-23
None,Hibernian,SCO,1,1447.92907715,2025-08-22,2025-08-23
None,Derby,ENG,2,1447.91223145,2025-08-17,2025-08-31
None,Pogon,POL,1,1447.2668457,2025-08-18,2025-08-22
None,Westerlo,BEL,1,1447.22717285,2025-08-20,2025-08-23
None,Hertha,GER,2,1446.24255371,2025-08-11,2025-08-24
None,Lautern,GER,2,1446.13842773,2025-08-10,2025-08-22
None,Oxford,ENG,2,1445.78283691,2025-08-18,2025-08-31
None,Suedtirol,ITA,2,1444.71252441,2025-06-01,2025-08-24
None,Troyes,FRA,2,1443.57958984,2025-08-16,2025-08-23
None,Zaragoza,ESP,2,1443.25183105,2025-08-18,2025-08-23
None,Bari,ITA,2,1439.38378906,2025-06-01,2025-08-24
None,Dunkerque,FRA,2,1437.98376465,2025-08-17,2025-08-22
None,Gornik,POL,1,1437.57470703,2025-08-18,2025-08-23
None,Birmingham,ENG,2,1437.30456543,2025-08-17,2025-08-31
None,Cracovia,POL,1,1435.42614746,2025-08-16,2025-08-24
None,Charlton,ENG,2,1435.05712891,2025-08-17,2025-08-31
None,Rapid Wien,AUT,1,1435.0078125,2025-08-22,2025-08-24
None,Austria Wien,AUT,1,1434.91137695,2025-08-21,2025-08-24
None,Laval,FRA,2,1433.99462891,2025-08-16,2025-08-22
None,Cesena,ITA,2,1433.63256836,2025-06-01,2025-08-22
None,Heerenveen,NED,1,1433.29833984,2025-08-17,2025-08-24
None,Sociedad B,ESP,2,1432.39074707,2025-08-18,2025-08-24
None,Aris,GRE,1,1431.77514648,2025-08-15,2025-08-23
None,Hearts,SCO,1,1431.74389648,2025-08-21,2025-08-23
None,Tromso,NOR,1,1430.94555664,2025-08-21,2025-08-24
None,Andorra CF,ESP,2,1430.93603516,2025-08-18,2025-08-23
None,Konyaspor,TUR,1,1428.99682617,2025-08-21,2025-08-24
None,AIK,SWE,1,1426.91040039,2025-08-18,2025-08-24
None,Maccabi Haifa,ISR,1,1425.85302734,2025-08-15,2025-08-23
None,StGallen,SUI,1,1425.29443359,2025-08-21,2025-08-24
None,Rodez,FRA,2,1423.91516113,2025-08-17,2025-08-22
None,Goeztepe,TUR,1,1422.79516602,2025-08-21,2025-08-22
None,Kasimpasa,TUR,1,1422.40759277,2025-08-21,2025-08-31
None,Servette,SUI,1,1421.07458496,2025-08-22,2025-08-23
None,Hajduk,CRO,1,1420.95935059,2025-08-18,2025-08-24
None,Celje,SVN,1,1419.93505859,2025-08-22,2025-08-31
None,Alanyaspor,TUR,1,1419.83850098,2025-08-21,2025-08-25
None,Leuven,BEL,1,1418.46228027,2025-08-20,2025-08-24
None,LASK,AUT,1,1418.26574707,2025-08-21,2025-08-23
None,Annecy,FRA,2,1418.07385254,2025-08-17,2025-08-22
None,Levski,BUL,1,1417.6541748,2025-08-22,2025-08-24
None,Ceuta,ESP,2,1416.40563965,2025-08-16,2025-08-23
None,Clermont,FRA,2,1415.47766113,2025-08-16,2025-08-22
None,Nuernberg,GER,2,1415.29772949,2025-08-09,2025-08-22
None,Leonesa,ESP,2,1415.05041504,2025-08-16,2025-08-24
None,Rijeka,CRO,1,1413.15332031,2025-08-22,2025-08-31
None,Groningen,NED,1,1413.10925293,2025-08-17,2025-08-23
None,Puskas Akademia,HUN,1,1413.02807617,2025-08-20,2025-08-22
None,Wrexham,ENG,2,1412.59887695,2025-08-17,2025-08-31
None,Nacional,POR,1,1412.37524414,2025-08-21,2025-08-23
None,Sittard,NED,1,1411.9888916,2025-08-18,2025-08-31
None,Carrarese,ITA,2,1411.25695801,2025-06-01,2025-08-24
None,Slovan Liberec,CZE,1,1411.11291504,2025-08-18,2025-08-23
None,Schalke,GER,2,1410.35754395,2025-08-10,2025-08-23
None,Piast Gliwice,POL,1,1409.19348145,2025-08-17,2025-08-24
None,Kayseri,TUR,1,1408.67822266,2025-08-21,2025-08-24
None,GAIS,SWE,1,1407.92895508,2025-08-18,2025-08-25
None,Reggiana,ITA,2,1407.28845215,2025-06-01,2025-08-23
None,Grenoble,FRA,2,1406.84484863,2025-08-16,2025-08-22
None,Lausanne,SUI,1,1404.98120117,2025-08-22,2025-08-24
None,Muenster,GER,2,1404.43823242,2025-08-09,2025-08-22
None,Amiens,FRA,2,1403.50439453,2025-08-16,2025-08-22
None,Fuerth,GER,2,1402.0859375,2025-08-10,2025-08-24
None,Hradec Kralove,CZE,1,1399.09338379,2025-08-17,2025-08-24
None,Pau,FRA,2,1398.34802246,2025-08-16,2025-08-31
None,Partizan,SRB,1,1396.48547363,2025-08-20,2025-08-24
None,Slovan Bratislava,SLK,0,1395.92114258,2025-08-22,2025-08-31
None,Korona,POL,1,1395.70471191,2025-08-17,2025-08-23
None,Sigma Olomouc,CZE,1,1394.24523926,2025-08-22,2025-08-24
None,Braunschweig,GER,2,1393.29174805,2025-08-10,2025-08-23
None,Heracles,NED,1,1391.70080566,2025-08-17,2025-08-24
None,KFUM Oslo,NOR,1,1391.46252441,2025-08-21,2025-08-22
None,Kryliya Sovetov,RUS,1,1390.16918945,2025-07-20,2025-08-31
None,Dender,BEL,1,1389.8203125,2025-08-20,2025-08-24
None,Rizespor,TUR,1,1389.6784668,2025-08-21,2025-08-24
None,Radomiak,POL,1,1389.41308594,2025-08-18,2025-08-22
None,Fredrikstad,NOR,1,1389.33532715,2025-08-22,2025-08-24
None,Antalyaspor,TUR,1,1387.51586914,2025-08-21,2025-08-24
None,Rapid Bucuresti,ROM,1,1386.4119873,2025-08-18,2025-08-22
None,Goeteborg,SWE,1,1386.12207031,2025-08-18,2025-08-24
None,Zuerich,SUI,1,1384.92285156,2025-08-21,2025-08-23
None,Nancy,FRA,2,1383.28320312,2025-08-16,2025-08-22
None,Estrela Amadora,POR,1,1382.50061035,2025-08-21,2025-08-25
None,Bielefeld,GER,2,1381.33728027,2025-08-11,2025-08-24
None,Katowice,POL,1,1380.04907227,2025-08-17,2025-08-23
None,Sandefjord,NOR,1,1379.56994629,2025-08-21,2025-08-23
None,Tondela,POR,1,1378.36157227,2025-08-21,2025-08-23
None,Alverca,POR,1,1377.3034668,2025-08-21,2025-08-25
None,Baltika,RUS,1,1376.85705566,2025-07-19,2025-08-31
None,St Mirren,SCO,1,1375.84008789,2025-08-21,2025-08-24
None,Pescara,ITA,2,1374.33178711,2025-07-05,2025-08-22
None,Padova,ITA,2,1374.33178711,2025-07-05,2025-08-23
None,Entella,ITA,2,1374.33178711,2025-07-05,2025-08-23
None,Luzern,SUI,1,1373.72705078,2025-08-21,2025-08-24
None,Olimpija Ljubljana,SVN,1,1373.48974609,2025-08-22,2025-08-31
None,Paksi,HUN,1,1371.61450195,2025-08-20,2025-08-24
None,Le Mans,FRA,2,1370.55761719,2025-08-19,2025-08-22
None,Plock,POL,1,1369.97021484,2025-08-18,2025-08-25
None,Gaziantep FK,TUR,1,1369.26745605,2025-08-21,2025-08-23
None,Gyoer,HUN,1,1368.97363281,2025-08-22,2025-08-31
None,Boulogne,FRA,2,1366.91296387,2025-08-16,2025-08-31
None,Sarpsborg,NOR,1,1366.859375,2025-08-21,2025-08-25
None,Terek Grozny,RUS,1,1366.85620117,2025-07-21,2025-08-31
None,Fredericia,DEN,1,1366.71582031,2025-08-21,2025-08-24
None,SonderjyskE,DEN,1,1366.53503418,2025-08-21,2025-08-24
None,Lugano,SUI,1,1365.9654541,2025-08-21,2025-08-24
None,Eyupspor,TUR,1,1365.77514648,2025-08-21,2025-08-25
None,Sochi,RUS,1,1365.30834961,2025-07-20,2025-08-31
None,Haecken,SWE,1,1365.22717285,2025-08-22,2025-08-24
None,Red Star,FRA,2,1364.68615723,2025-08-16,2025-08-23
None,Widzew,POL,1,1363.16357422,2025-08-16,2025-08-22
None,Lubin,POL,1,1360.64953613,2025-08-16,2025-08-25
None,Vejle,DEN,1,1359.30224609,2025-08-21,2025-08-24
None,Motor Lublin,POL,1,1357.82092285,2025-08-17,2025-08-23
None,Breda,NED,1,1357.76477051,2025-08-18,2025-08-24
None,Universitatea Cluj,ROM,1,1357.76257324,2025-08-19,2025-08-23
None,Hartberg,AUT,1,1357.39367676,2025-08-21,2025-08-24
None,Volendam,NED,1,1356.92028809,2025-08-18,2025-08-23
None,Maribor,SVN,1,1356.87036133,2025-08-17,2025-08-23
None,Sion,SUI,1,1352.87353516,2025-08-21,2025-08-23
None,CSKA Sofia,BUL,1,1352.53503418,2025-08-15,2025-08-24
None,Bohemians Praha,CZE,1,1351.9420166,2025-08-18,2025-08-24
None,Akron Togliatti,RUS,1,1350.44152832,2025-07-20,2025-08-31
None,IK Sirius,SWE,1,1350.25842285,2025-08-18,2025-08-24
None,AVS Futebol,POR,1,1350.21411133,2025-08-21,2025-08-24
None,Nieciecza,POL,1,1348.28320312,2025-08-18,2025-08-22
None,FK Astana,KAZ,0,1348.26464844,2025-08-21,2025-08-31
None,Odense,DEN,1,1347.72668457,2025-08-21,2025-08-23
None,Orenburg,RUS,1,1346.83630371,2025-07-22,2025-08-31
None,Mlada Boleslav,CZE,1,1346.70227051,2025-08-20,2025-08-24
None,Cherno More,BUL,1,1345.29052734,2025-08-17,2025-08-23
None,Teplice,CZE,1,1344.18444824,2025-08-17,2025-08-23
None,Hapoel Haifa,ISR,1,1343.95336914,2025-08-15,2025-08-23
None,Trnava,SLK,0,1343.61096191,2025-08-15,2025-08-31
None,Zilina,SLK,0,1343.32348633,2025-08-15,2025-08-31
None,Dynamo Makhachkala,RUS,1,1343.25708008,2025-07-20,2025-08-31
None,Aberdeen,SCO,1,1343.13659668,2025-08-22,2025-08-31
None,Fatih Karaguemruek,TUR,1,1340.2845459,2025-08-21,2025-08-22
None,Karvina,CZE,1,1339.76037598,2025-08-18,2025-08-23
None,Koper,SVN,1,1339.40637207,2025-08-18,2025-08-23
None,Kilmarnock,SCO,1,1338.66113281,2025-08-21,2025-08-23
None,Excelsior,NED,1,1338.2487793,2025-08-17,2025-08-24
None,Valerenga,NOR,1,1337.47521973,2025-08-21,2025-08-24
None,Sheriff Tiraspol,MOL,0,1337.39282227,2025-08-15,2025-08-31
None,Zulte Waregem,BEL,1,1337.26147461,2025-08-20,2025-08-23
None,Telstar,NED,1,1336.09387207,2025-08-16,2025-08-23
