Rank,Club,Country,Level,Elo,From,To
63,Celtic,SCO,1,1684.32141113,2025-08-15,2025-08-20
64,Valencia,ESP,1,1679.41589355,2025-08-17,2025-08-24
65,Werder,GER,1,1677.4543457,2025-08-08,2025-08-23
66,Torino,ITA,1,1675.24291992,2025-08-13,2025-08-25
67,Brest,FRA,1,1674.33398438,2025-08-18,2025-08-24
68,Braga,POR,1,1673.7244873,2025-08-18,2025-08-21
69,Olympiakos,GRE,1,1672.03125,2025-08-15,2025-08-25
70,Sociedad,ESP,1,1667.32043457,2025-08-17,2025-08-24
71,Ajax,NED,1,1665.2487793,2025-08-18,2025-08-24
72,Genoa,ITA,1,1664.06433105,2025-08-15,2025-08-23
73,Rennes,FRA,1,1658.7142334,2025-08-16,2025-08-24
74,Rayo Vallecano,ESP,1,1658.47619629,2025-08-16,2025-08-25
75,Zenit,RUS,1,1657.46362305,2025-08-07,2025-08-25
76,Toulouse,FRA,1,1649.13671875,2025-08-17,2025-08-24
77,Como,ITA,1,1648.34375,2025-06-01,2025-08-24
78,FC Kobenhavn,DEN,1,1646.6932373,2025-08-16,2025-08-20
79,Wolfsburg,GER,1,1645.72399902,2025-08-15,2025-08-23
80,Alaves,ESP,1,1644.1192627,2025-08-17,2025-08-22
81,Mallorca,ESP,1,1641.24841309,2025-08-17,2025-08-23
82,Sevilla,ESP,1,1637.12219238,2025-08-18,2025-08-25
83,Girona,ESP,1,1637.03515625,2025-08-16,2025-08-24
84,Espanyol,ESP,1,1634.66186523,2025-08-18,2025-08-24
85,Alkmaar,NED,1,1632.49572754,2025-08-18,2025-08-21
86,Gladbach,GER,1,1632.47961426,2025-08-15,2025-08-24
87,Getafe,ESP,1,1625.76000977,2025-08-18,2025-08-25
88,Auxerre,FRA,1,1624.3302002,2025-08-18,2025-08-23
89,Leicester,ENG,2,1622.39172363,2025-08-17,2025-08-25
90,Bodoe Glimt,NOR,1,1622.10412598,2025-08-16,2025-08-20
91,Udinese,ITA,1,1620.25671387,2025-08-15,2025-08-25
92,FC Krasnodar,RUS,1,1619.69165039,2025-08-15,2025-08-25
93,Augsburg,GER,1,1618.65966797,2025-08-15,2025-08-23
94,Union Berlin,GER,1,1617.16516113,2025-08-15,2025-08-23
95,Rangers,SCO,1,1615.33886719,2025-08-15,2025-08-19
96,Genk,BEL,1,1612.74133301,2025-08-16,2025-08-21
97,Levante,ESP,1,1610.27526855,2025-08-17,2025-08-23
98,Hoffenheim,GER,1,1605.8404541,2025-08-13,2025-08-23
99,Crvena Zvezda,SRB,1,1604.89794922,2025-08-16,2025-08-19
100,Midtjylland,DEN,1,1603.76745605,2025-08-18,2025-08-21
None,Utrecht,NED,1,1603.27941895,2025-08-18,2025-08-21
None,Parma,ITA,1,1602.97509766,2025-08-15,2025-08-24
None,Cagliari,ITA,1,1602.27929688,2025-08-15,2025-08-24
None,Sheffield United,ENG,2,1601.63830566,2025-08-17,2025-08-25
None,Leganes,ESP,2,1599.02905273,2025-08-18,2025-08-25
None,Sassuolo,ITA,2,1596.90942383,2025-06-01,2025-08-23
None,Viktoria Plzen,CZE,1,1596.31750488,2025-08-17,2025-08-19
None,Verona,ITA,1,1595.0670166,2025-06-01,2025-08-25
None,Lorient,FRA,1,1590.81933594,2025-08-18,2025-08-24
None,Ipswich,ENG,2,1587.79821777,2025-08-18,2025-08-25
None,Oviedo,ESP,1,1587.671875,2025-08-16,2025-08-24
None,Elche,ESP,1,1584.90905762,2025-07-06,2025-08-18
None,Lecce,ITA,1,1583.05090332,2025-06-01,2025-08-23
None,Sparta Praha,CZE,1,1582.74682617,2025-08-18,2025-08-21
None,Nantes,FRA,1,1582.18139648,2025-08-18,2025-08-24
None,CSKA Moskva,RUS,1,1581.68457031,2025-07-22,2025-08-25
None,Reims,FRA,2,1581.21228027,2025-08-17,2025-08-25
None,Anderlecht,BEL,1,1580.5534668,2025-08-18,2025-08-24
None,Guimaraes,POR,1,1580.00695801,2025-08-17,2025-08-25
None,Empoli,ITA,1,1577.66186523,2025-06-01,2025-08-25
None,Spartak Moskva,RUS,1,1577.27172852,2025-07-20,2025-08-25
None,St Pauli,GER,1,1577.10717773,2025-05-18,2025-08-23
None,Metz,FRA,1,1571.00402832,2025-08-18,2025-08-23
None,Twente,NED,1,1567.17529297,2025-08-18,2025-08-24
None,Las Palmas,ESP,2,1563.50219727,2025-08-18,2025-08-25
None,Brondby,DEN,1,1563.02575684,2025-08-18,2025-08-21
None,Mirandes,ESP,2,1560.61938477,2025-08-18,2025-08-23
None,Southampton,ENG,2,1559.00683594,2025-08-18,2025-08-25
None,Heidenheim,GER,1,1558.72509766,2025-05-18,2025-08-23
None,Salzburg,AUT,1,1557.80322266,2025-08-17,2025-08-23
None,Venezia,ITA,1,1557.5645752,2025-06-01,2025-08-25
None,Hamburg,GER,1,1554.54528809,2025-07-06,2025-08-24
None,PAOK,GRE,1,1553.92871094,2025-08-15,2025-08-21
None,Dynamo Moskva,RUS,1,1553.48913574,2025-07-19,2025-08-25
None,Koeln,GER,1,1552.19458008,2025-07-06,2025-08-24
None,Antwerp,BEL,1,1549.25817871,2025-08-18,2025-08-24
None,Le Havre,FRA,1,1548.77050781,2025-08-17,2025-08-24
None,Shakhtar,UKR,1,1548.45336914,2025-08-18,2025-08-25
None,Sunderland,ENG,1,1547.09899902,2025-08-17,2025-08-23
None,Sturm Graz,AUT,1,1545.16564941,2025-08-17,2025-08-20
None,Bristol City,ENG,2,1544.11413574,2025-08-17,2025-08-25
None,West Brom,ENG,2,1544.08508301,2025-08-17,2025-08-25
None,Almeria,ESP,2,1543.83959961,2025-06-12,2025-08-18
None,Coventry,ENG,2,1543.39794922,2025-08-17,2025-08-25
None,Cremonese,ITA,2,1541.86706543,2025-06-02,2025-08-23
None,AEK,GRE,1,1539.83032227,2025-08-15,2025-08-25
None,Paris FC,FRA,1,1538.36791992,2025-08-18,2025-08-23
None,Rakow,POL,1,1537.6595459,2025-08-18,2025-08-21
None,Middlesbrough,ENG,2,1537.41906738,2025-08-17,2025-08-25
None,Millwall,ENG,2,1534.3314209,2025-08-17,2025-08-25
None,Lok Moskva,RUS,1,1534.22094727,2025-07-20,2025-08-25
None,Famalicao,POR,1,1533.60742188,2025-08-17,2025-08-25
None,Angers,FRA,1,1533.47338867,2025-08-18,2025-08-22
None,Bochum,GER,2,1532.87695312,2025-08-11,2025-08-23
None,Pisa,ITA,2,1531.47106934,2025-06-01,2025-08-24
None,Granada,ESP,2,1530.59716797,2025-08-17,2025-08-22
None,Ferencvaros,HUN,1,1530.44787598,2025-08-17,2025-08-19
None,Panathinaikos,GRE,1,1528.00305176,2025-08-15,2025-08-21
None,Saint-Etienne,FRA,2,1526.96191406,2025-08-17,2025-08-25
None,Eibar,ESP,2,1525.10388184,2025-08-17,2025-08-22
None,Spezia,ITA,2,1523.2590332,2025-06-02,2025-08-25
None,Lech,POL,1,1522.57958984,2025-08-17,2025-08-21
None,Santander,ESP,2,1522.47363281,2025-08-17,2025-08-25
None,Mjaellby,SWE,1,1520.79174805,2025-08-18,2025-08-25
None,Cadiz,ESP,2,1520.49841309,2025-08-18,2025-08-25
None,Dinamo Zagreb,CRO,1,1519.91430664,2025-08-17,2025-08-25
None,Viking,NOR,1,1519.19726562,2025-08-15,2025-08-25
None,Monza,ITA,1,1519.14416504,2025-06-01,2025-08-25
None,M Tel Aviv,ISR,1,1518.93493652,2025-08-15,2025-08-21
None,Hammarby,SWE,1,1518.41552734,2025-08-18,2025-08-24
None,Paphos,CYP,0,1515.12341309,2025-08-15,2025-08-19
None,Besiktas,TUR,1,1511.49743652,2025-08-18,2025-08-24
None,Nijmegen,NED,1,1511.4720459,2025-08-17,2025-08-24
None,Holstein,GER,2,1510.75854492,2025-08-11,2025-08-24
None,Karabakh Agdam,AZE,0,1509.39672852,2025-08-15,2025-08-19
None,Basel,SUI,1,1508.03588867,2025-08-15,2025-08-20
None,Swansea,ENG,2,1506.48706055,2025-08-17,2025-08-25
None,Blackburn,ENG,2,1506.39135742,2025-08-17,2025-08-25
None,Legia,POL,1,1504.21130371,2025-08-18,2025-08-21
None,Jablonec,CZE,1,1503.49743652,2025-08-17,2025-08-25
None,Huesca,ESP,2,1501.46789551,2025-08-18,2025-08-23
None,Mechelen,BEL,1,1500.79772949,2025-08-17,2025-08-24
None,Malmoe,SWE,1,1500.43933105,2025-08-17,2025-08-21
None,Nordsjaelland,DEN,1,1499.00317383,2025-08-16,2025-08-25
None,Paderborn,GER,2,1498.50732422,2025-08-09,2025-08-23
None,Norwich,ENG,2,1497.75891113,2025-08-17,2025-08-25
None,Go Ahead Eagles,NED,1,1497.68444824,2025-08-18,2025-08-23
None,Elversberg,GER,2,1497.43920898,2025-08-11,2025-08-22
None,Charleroi,BEL,1,1497.27697754,2025-08-18,2025-08-25
None,Dynamo Kyiv,UKR,1,1497.24377441,2025-08-17,2025-08-21
None,Albacete,ESP,2,1496.5090332,2025-06-02,2025-08-18
None,Bueyueksehir,TUR,1,1496.29699707,2025-08-18,2025-08-21
None,Banik Ostrava,CZE,1,1496.2668457,2025-08-18,2025-08-21
None,Hull,ENG,2,1495.1640625,2025-08-18,2025-08-25
None,Elfsborg,SWE,1,1494.25720215,2025-08-17,2025-08-24
None,Brann,NOR,1,1493.80895996,2025-08-18,2025-08-21
None,Santa Clara,POR,1,1492.36291504,2025-08-18,2025-08-21
None,Hannover,GER,2,1492.12426758,2025-08-10,2025-08-23
None,Jagiellonia,POL,1,1492.03015137,2025-08-18,2025-08-21
None,Karlsruhe,GER,2,1490.94750977,2025-08-11,2025-08-23
None,QPR,ENG,2,1490.68347168,2025-08-17,2025-08-25
None,Sparta Rotterdam,NED,1,1489.81835938,2025-08-18,2025-08-23
None,Arouca,POR,1,1488.99938965,2025-08-18,2025-08-23
None,Trabzonspor,TUR,1,1488.86914062,2025-08-15,2025-08-18
None,Portsmouth,ENG,2,1487.92797852,2025-08-17,2025-08-25
None,Gijon,ESP,2,1487.59106445,2025-06-01,2025-08-18
None,Stoke,ENG,2,1485.82080078,2025-08-17,2025-08-25
None,Young Boys,SUI,1,1484.96508789,2025-08-15,2025-08-21
None,Sheffield Weds,ENG,2,1484.62475586,2025-08-17,2025-08-25
None,Razgrad,BUL,1,1481.2701416,2025-08-18,2025-08-21
None,Montpellier,FRA,2,1481.16748047,2025-08-13,2025-08-18
None,Larnaca,CYP,0,1480.90917969,2025-08-15,2025-08-21
None,Beer-Sheva,ISR,1,1479.32458496,2025-08-15,2025-08-25
None,Randers,DEN,1,1478.59533691,2025-08-18,2025-08-24
None,Estoril,POR,1,1477.55065918,2025-08-17,2025-08-25
None,Omonia,CYP,0,1476.96606445,2025-08-15,2025-08-21
None,Moreirense,POR,1,1476.41394043,2025-08-18,2025-08-25
None,Burgos,ESP,2,1473.21594238,2025-08-16,2025-08-25
None,Steaua,ROM,1,1473.07446289,2025-08-18,2025-08-21
None,Zwolle,NED,1,1471.4519043,2025-08-16,2025-08-24
None,Preston,ENG,2,1471.16577148,2025-08-17,2025-08-25
None,Frosinone,ITA,2,1470.95251465,2025-06-01,2025-08-25
None,Aris Limassol,CYP,0,1470.76147461,2025-08-15,2025-08-25
None,Duesseldorf,GER,2,1470.67443848,2025-08-10,2025-08-23
None,Darmstadt,GER,2,1469.79663086,2025-08-09,2025-08-24
None,Gent,BEL,1,1469.50390625,2025-08-17,2025-08-24
None,CFR Cluj,ROM,1,1468.51452637,2025-08-18,2025-08-21
None,Casa Pia,POR,1,1467.90039062,2025-08-16,2025-08-25
None,Palermo,ITA,2,1467.56677246,2025-06-01,2025-08-25
None,Valladolid,ESP,2,1467.32788086,2025-08-16,2025-08-25
None,Cordoba,ESP,2,1467.14440918,2025-06-02,2025-08-18
None,Aarhus,DEN,1,1466.84350586,2025-08-15,2025-08-18
None,Pogon,POL,1,1466.21728516,2025-08-18,2025-08-25
None,Rosenborg,NOR,1,1465.69287109,2025-08-15,2025-08-25
None,Djurgarden,SWE,1,1464.20593262,2025-08-18,2025-08-24
None,St Truiden,BEL,1,1464.20019531,2025-08-18,2025-08-25
None,Watford,ENG,2,1463.8918457,2025-08-17,2025-08-25
None,Viborg,DEN,1,1462.50708008,2025-08-18,2025-08-25
None,Castellon,ESP,2,1461.7409668,2025-08-17,2025-08-25
None,Wolfsberg,AUT,1,1461.63671875,2025-08-18,2025-08-21
None,Sampdoria,ITA,2,1461.56469727,2025-06-23,2025-08-25
None,Rio Ave,POR,1,1461.33496094,2025-08-18,2025-08-23
None,Catanzaro,ITA,2,1461.07910156,2025-06-01,2025-08-24
None,Rubin Kazan,RUS,1,1460.34338379,2025-07-21,2025-08-25
None,Depor,ESP,2,1458.74169922,2025-08-17,2025-08-25
None,Derby,ENG,2,1458.11486816,2025-08-17,2025-08-25
None,Guingamp,FRA,2,1457.10119629,2025-08-17,2025-08-25
None,Westerlo,BEL,1,1456.85119629,2025-08-18,2025-08-25
None,Gil Vicente,POR,1,1456.76428223,2025-08-15,2025-08-18
None,Samsunspor,TUR,1,1455.84460449,2025-08-17,2025-08-21
None,Magdeburg,GER,2,1453.06213379,2025-08-10,2025-08-23
None,Bastia,FRA,2,1452.60119629,2025-08-16,2025-08-25
None,Juve Stabia,ITA,2,1452.53833008,2025-06-01,2025-08-25
None,Craiova,ROM,1,1452.02380371,2025-08-18,2025-08-21
None,Oxford,ENG,2,1451.66162109,2025-08-18,2025-08-25
None,Hibernian,SCO,1,1451.56347656,2025-08-15,2025-08-21
None,Rostov,RUS,1,1451.55578613,2025-07-21,2025-08-25
None,Zaragoza,ESP,2,1450.09289551,2025-08-18,2025-08-25
None,Standard,BEL,1,1449.07983398,2025-08-17,2025-08-23
None,Malaga,ESP,2,1448.69726562,2025-08-17,2025-08-25
None,Austria Wien,AUT,1,1448.02844238,2025-08-18,2025-08-25
None,Silkeborg,DEN,1,1447.29797363,2025-08-18,2025-08-24
None,Hertha,GER,2,1446.24230957,2025-08-11,2025-08-24
None,Lautern,GER,2,1446.13830566,2025-08-10,2025-08-22
None,Molde,NOR,1,1445.71313477,2025-08-18,2025-08-25
None,Suedtirol,ITA,2,1444.71252441,2025-06-01,2025-08-24
None,Rapid Wien,AUT,1,1444.55566406,2025-08-18,2025-08-25
None,Troyes,FRA,2,1442.66918945,2025-08-16,2025-08-25
None,Heerenveen,NED,1,1440.52416992,2025-08-17,2025-08-24
None,Bari,ITA,2,1439.38378906,2025-06-01,2025-08-25
None,Cercle Brugge,BEL,1,1438.17956543,2025-08-18,2025-08-23
None,Dunkerque,FRA,2,1436.83239746,2025-08-17,2025-08-25
None,AIK,SWE,1,1435.57336426,2025-08-18,2025-08-24
None,Hearts,SCO,1,1435.3782959,2025-08-15,2025-08-23
None,Tromso,NOR,1,1433.91674805,2025-08-18,2025-08-25
None,Cesena,ITA,2,1433.63256836,2025-06-01,2025-08-25
None,Laval,FRA,2,1433.05554199,2025-08-16,2025-08-25
None,Rodez,FRA,2,1432.36669922,2025-08-17,2025-08-25
None,Aris,GRE,1,1431.77514648,2025-08-15,2025-08-25
None,Kasimpasa,TUR,1,1431.13134766,2025-08-15,2025-08-18
None,Charlton,ENG,2,1430.65478516,2025-08-17,2025-08-25
None,Cracovia,POL,1,1430.3918457,2025-08-16,2025-08-25
None,Maccabi Haifa,ISR,1,1425.85290527,2025-08-15,2025-08-23
None,Birmingham,ENG,2,1425.80541992,2025-08-17,2025-08-25
None,StGallen,SUI,1,1425.76000977,2025-08-15,2025-08-25
None,Andorra CF,ESP,2,1425.54956055,2025-08-18,2025-08-25
None,Ceuta,ESP,2,1425.54956055,2025-08-16,2025-08-25
None,Leonesa,ESP,2,1425.54956055,2025-08-16,2025-08-25
None,Sociedad B,ESP,2,1425.54956055,2025-08-18,2025-08-25
None,Levski,BUL,1,1424.03173828,2025-08-18,2025-08-21
None,Brescia,ITA,2,1424.00292969,2025-06-01,2025-08-25
None,Rijeka,CRO,1,1423.47058105,2025-08-17,2025-08-21
None,Alanyaspor,TUR,1,1423.26135254,2025-08-17,2025-08-25
None,Modena,ITA,2,1422.21105957,2025-06-01,2025-08-25
None,Servette,SUI,1,1421.54003906,2025-08-15,2025-08-23
None,Leuven,BEL,1,1420.90661621,2025-08-16,2025-08-24
None,Sittard,NED,1,1420.38317871,2025-08-18,2025-08-25
None,Konyaspor,TUR,1,1420.16247559,2025-08-18,2025-08-24
None,Annecy,FRA,2,1419.22509766,2025-08-17,2025-08-25
None,Slovan Liberec,CZE,1,1418.78540039,2025-08-18,2025-08-25
None,Wrexham,ENG,2,1418.76550293,2025-08-17,2025-08-25
None,Gornik,POL,1,1418.62451172,2025-08-18,2025-08-25
None,Goeztepe,TUR,1,1417.64819336,2025-08-17,2025-08-25
None,Celje,SVN,1,1417.18811035,2025-08-18,2025-08-21
None,Clermont,FRA,2,1416.38793945,2025-08-16,2025-08-25
None,Nuernberg,GER,2,1415.29772949,2025-08-09,2025-08-22
None,LASK,AUT,1,1414.95385742,2025-08-18,2025-08-23
None,Salernitana,ITA,2,1414.70874023,2025-06-23,2025-08-25
None,Hajduk,CRO,1,1413.61901855,2025-08-18,2025-08-25
None,Mantova,ITA,2,1411.92871094,2025-06-01,2025-08-25
None,Carrarese,ITA,2,1411.25695801,2025-06-01,2025-08-25
None,Schalke,GER,2,1410.35766602,2025-08-10,2025-08-23
None,Nacional,POR,1,1409.03613281,2025-08-18,2025-08-23
None,Piast Gliwice,POL,1,1408.85314941,2025-08-17,2025-08-25
None,Grenoble,FRA,2,1407.78393555,2025-08-16,2025-08-25
None,Reggiana,ITA,2,1407.28857422,2025-06-01,2025-08-25
None,Hradec Kralove,CZE,1,1407.25073242,2025-08-17,2025-08-25
None,Puskas Akademia,HUN,1,1406.58251953,2025-08-17,2025-08-25
None,Groningen,NED,1,1405.88330078,2025-08-17,2025-08-23
None,Lausanne,SUI,1,1405.44677734,2025-08-15,2025-08-25
None,Kayseri,TUR,1,1404.78137207,2025-08-18,2025-08-25
None,Muenster,GER,2,1404.43811035,2025-08-09,2025-08-22
None,Heracles,NED,1,1403.53564453,2025-08-17,2025-08-24
None,Fuerth,GER,2,1402.0859375,2025-08-10,2025-08-24
None,Partizan,SRB,1,1397.3470459,2025-08-15,2025-08-18
None,Radomiak,POL,1,1396.44128418,2025-08-18,2025-08-25
None,Slovan Bratislava,SLK,0,1395.92114258,2025-08-15,2025-08-21
None,GAIS,SWE,1,1395.64343262,2025-08-18,2025-08-25
None,Pau,FRA,2,1395.14221191,2025-08-16,2025-08-25
None,Dender,BEL,1,1394.31408691,2025-08-18,2025-08-24
None,Braunschweig,GER,2,1393.29174805,2025-08-10,2025-08-23
None,Korona,POL,1,1390.62670898,2025-08-17,2025-08-25
None,Amiens,FRA,2,1390.35339355,2025-08-16,2025-08-25
None,Kryliya Sovetov,RUS,1,1390.16918945,2025-07-20,2025-08-25
None,Sigma Olomouc,CZE,1,1389.83886719,2025-08-17,2025-08-21
None,Olimpija Ljubljana,SVN,1,1388.61779785,2025-08-18,2025-08-25
None,Rizespor,TUR,1,1387.15075684,2025-08-17,2025-08-24
None,KFUM Oslo,NOR,1,1386.38842773,2025-08-18,2025-08-25
None,Zuerich,SUI,1,1385.38830566,2025-08-15,2025-08-25
None,Rapid Bucuresti,ROM,1,1385.26159668,2025-08-18,2025-08-22
None,Fredrikstad,NOR,1,1384.35095215,2025-08-15,2025-08-21
None,Tondela,POR,1,1383.53723145,2025-08-17,2025-08-25
None,Estrela Amadora,POR,1,1383.40014648,2025-08-17,2025-08-25
None,Haecken,SWE,1,1382.90234375,2025-08-18,2025-08-21
None,Paksi,HUN,1,1382.00927734,2025-08-18,2025-08-24
None,Alverca,POR,1,1381.83532715,2025-08-18,2025-08-25
None,Bielefeld,GER,2,1381.33728027,2025-08-11,2025-08-24
None,St Mirren,SCO,1,1379.4744873,2025-08-15,2025-08-24
None,Antalyaspor,TUR,1,1379.14770508,2025-08-18,2025-08-25
None,Gaziantep FK,TUR,1,1378.99682617,2025-08-18,2025-08-25
None,Sarpsborg,NOR,1,1378.23132324,2025-08-18,2025-08-25
None,Red Star,FRA,2,1377.8371582,2025-08-16,2025-08-25
None,Goeteborg,SWE,1,1377.45922852,2025-08-18,2025-08-24
None,Le Mans,FRA,2,1377.38842773,2025-08-13,2025-08-18
None,Baltika,RUS,1,1376.85705566,2025-07-19,2025-08-25
None,Nancy,FRA,2,1376.75488281,2025-08-16,2025-08-25
None,Sandefjord,NOR,1,1375.03503418,2025-08-18,2025-08-25
None,Luzern,SUI,1,1374.19250488,2025-08-15,2025-08-25
None,Boulogne,FRA,2,1373.44116211,2025-08-16,2025-08-25
None,SonderjyskE,DEN,1,1373.20788574,2025-08-16,2025-08-24
None,Katowice,POL,1,1370.50915527,2025-08-17,2025-08-25
None,Eyupspor,TUR,1,1369.46569824,2025-08-18,2025-08-25
None,Widzew,POL,1,1368.19812012,2025-08-16,2025-08-25
None,Cittadella,ITA,2,1367.74035645,2025-06-01,2025-08-25
None,Terek Grozny,RUS,1,1366.85632324,2025-07-21,2025-08-25
None,Hartberg,AUT,1,1366.44360352,2025-08-17,2025-08-25
None,Lugano,SUI,1,1366.43103027,2025-08-15,2025-08-25
None,Sochi,RUS,1,1365.30834961,2025-07-20,2025-08-25
None,Vejle,DEN,1,1363.76953125,2025-08-18,2025-08-25
None,Maribor,SVN,1,1360.53161621,2025-08-17,2025-08-25
None,Plock,POL,1,1359.85107422,2025-08-18,2025-08-25
None,Odense,DEN,1,1359.81530762,2025-08-15,2025-08-18
None,AVS Futebol,POR,1,1359.21386719,2025-08-16,2025-08-25
None,Fredericia,DEN,1,1359.05200195,2025-08-16,2025-08-24
None,Motor Lublin,POL,1,1358.16149902,2025-08-17,2025-08-25
None,Gyoer,HUN,1,1357.00354004,2025-08-18,2025-08-25
None,Cosenza,ITA,2,1354.60180664,2025-06-01,2025-08-25
None,Nieciecza,POL,1,1353.37756348,2025-08-18,2025-08-25
None,Sion,SUI,1,1353.33898926,2025-08-15,2025-08-23
None,CSKA Sofia,BUL,1,1352.53503418,2025-08-15,2025-08-18
None,Teplice,CZE,1,1351.69104004,2025-08-17,2025-08-25
None,Volendam,NED,1,1351.3717041,2025-08-18,2025-08-23
None,Akron Togliatti,RUS,1,1350.44152832,2025-07-20,2025-08-25
None,Karvina,CZE,1,1349.59570312,2025-08-18,2025-08-25
None,Breda,NED,1,1349.37036133,2025-08-18,2025-08-24
None,Universitatea Cluj,ROM,1,1348.82128906,2025-08-15,2025-08-18
None,Lubin,POL,1,1348.3614502,2025-08-16,2025-08-25
None,Mlada Boleslav,CZE,1,1347.81054688,2025-08-17,2025-08-19
None,FK Astana,KAZ,0,1347.21520996,2025-08-15,2025-08-25
None,Orenburg,RUS,1,1346.83630371,2025-07-22,2025-08-25
None,Aberdeen,SCO,1,1346.77111816,2025-08-15,2025-08-21
None,Telstar,NED,1,1345.18273926,2025-08-16,2025-08-23
None,Hapoel Haifa,ISR,1,1343.95324707,2025-08-15,2025-08-25
None,Trnava,SLK,0,1343.61083984,2025-08-15,2025-08-25
None,Zilina,SLK,0,1343.32336426,2025-08-15,2025-08-25
None,Dynamo Makhachkala,RUS,1,1343.25708008,2025-07-20,2025-08-25
None,Kilmarnock,SCO,1,1342.2956543,2025-08-15,2025-08-23
None,Fatih Karaguemruek,TUR,1,1342.22436523,2025-08-16,2025-08-25
None,Bohemians Praha,CZE,1,1342.10681152,2025-08-18,2025-08-25
None,Excelsior,NED,1,1340.0769043,2025-08-17,2025-08-24
