Rank,Club,Country,Level,Elo,From,To
56,Nice,FRA,1,1700.49816895,2025-08-29,2025-08-31
57,Mainz,GER,1,1698.5090332,2025-08-29,2025-08-31
58,Olympiakos,GRE,1,1688.70043945,2025-08-29,2025-08-30
59,Lens,FRA,1,1687.98010254,2025-08-30,2025-09-14
60,Fenerbahce,TUR,1,1679.63049316,2025-08-29,2025-08-31
61,Slavia Praha,CZE,1,1676.40698242,2025-08-29,2025-08-30
62,Celta,ESP,1,1674.32751465,2025-08-29,2025-08-31
63,Toulouse,FRA,1,1671.67565918,2025-08-29,2025-08-30
64,Valencia,ESP,1,1671.42236328,2025-08-30,2025-09-14
65,Torino,ITA,1,1670.96398926,2025-08-29,2025-08-31
66,Freiburg,GER,1,1670.2520752,2025-08-29,2025-08-31
67,Werder,GER,1,1669.51513672,2025-08-29,2025-08-30
68,Rayo Vallecano,ESP,1,1669.31262207,2025-08-29,2025-08-31
69,Ajax,NED,1,1667.90429688,2025-08-29,2025-08-30
70,Brest,FRA,1,1667.50402832,2025-08-30,2025-09-14
71,Sociedad,ESP,1,1667.44140625,2025-08-29,2025-08-30
72,Braga,POR,1,1665.25085449,2025-08-29,2025-08-31
73,Como,ITA,1,1663.29785156,2025-08-29,2025-08-30
74,Genoa,ITA,1,1661.23510742,2025-08-29,2025-08-31
75,Wolfsburg,GER,1,1656.56835938,2025-08-29,2025-08-31
76,FC Kobenhavn,DEN,1,1654.67895508,2025-08-29,2025-08-31
77,Celtic,SCO,1,1653.42687988,2025-08-29,2025-08-31
78,Getafe,ESP,1,1652.17138672,2025-08-30,2025-09-14
79,Rennes,FRA,1,1651.87475586,2025-08-29,2025-08-31
80,Bodoe Glimt,NOR,1,1651.5135498,2025-08-29,2025-08-31
81,Espanyol,ESP,1,1649.46411133,2025-08-29,2025-08-31
82,Alaves,ESP,1,1645.72351074,2025-08-29,2025-08-30
83,Zenit,RUS,1,1638.46472168,2025-08-24,2025-09-14
84,Alkmaar,NED,1,1637.08947754,2025-08-29,2025-08-31
85,Mallorca,ESP,1,1635.45629883,2025-08-29,2025-08-30
86,Augsburg,GER,1,1635.28613281,2025-08-29,2025-08-30
87,Gladbach,GER,1,1630.53295898,2025-08-29,2025-08-30
88,FC Krasnodar,RUS,1,1630.45617676,2025-08-26,2025-09-14
89,Genk,BEL,1,1628.97558594,2025-08-29,2025-08-31
90,Union Berlin,GER,1,1627.94567871,2025-08-29,2025-08-31
91,Sevilla,ESP,1,1624.51208496,2025-08-29,2025-08-30
92,Auxerre,FRA,1,1624.37817383,2025-08-29,2025-08-30
93,Hoffenheim,GER,1,1621.40979004,2025-08-29,2025-08-30
94,Udinese,ITA,1,1618.92456055,2025-08-29,2025-08-31
95,Midtjylland,DEN,1,1617.92932129,2025-08-29,2025-08-31
96,Girona,ESP,1,1617.76989746,2025-08-29,2025-08-30
97,Leicester,ENG,2,1616.7557373,2025-08-29,2025-09-14
98,CSKA Moskva,RUS,1,1610.27099609,2025-08-25,2025-09-14
99,Cagliari,ITA,1,1606.01550293,2025-08-29,2025-08-30
100,Lorient,FRA,1,1604.19274902,2025-08-29,2025-08-30
None,Levante,ESP,1,1602.74499512,2025-08-30,2025-09-14
None,Utrecht,NED,1,1602.08251953,2025-08-29,2025-08-31
None,Parma,ITA,1,1599.44311523,2025-08-29,2025-08-30
None,Verona,ITA,1,1597.49658203,2025-08-29,2025-08-31
None,Elche,ESP,1,1595.00561523,2025-08-30,2025-09-14
None,Leganes,ESP,2,1594.68579102,2025-08-29,2025-09-01
None,Sassuolo,ITA,1,1592.54626465,2025-08-30,2025-09-14
None,Lecce,ITA,1,1586.96606445,2025-08-30,2025-09-14
None,Crvena Zvezda,SRB,1,1585.41381836,2025-08-27,2025-08-31
None,St Pauli,GER,1,1583.6394043,2025-08-30,2025-09-14
None,Empoli,ITA,2,1582.17443848,2025-08-30,2025-09-14
None,Sheffield United,ENG,2,1581.15979004,2025-08-29,2025-09-14
None,Oviedo,ESP,1,1580.59741211,2025-08-29,2025-08-30
None,PAOK,GRE,1,1580.45593262,2025-08-29,2025-08-31
None,Sparta Praha,CZE,1,1580.29675293,2025-08-29,2025-08-31
None,Rangers,SCO,1,1578.64477539,2025-08-29,2025-08-31
None,Nantes,FRA,1,1578.29736328,2025-08-29,2025-08-30
None,Ipswich,ENG,2,1576.39501953,2025-08-29,2025-09-14
None,Viktoria Plzen,CZE,1,1574.45727539,2025-08-29,2025-08-31
None,AEK,GRE,1,1573.92614746,2025-08-29,2025-08-31
None,Anderlecht,BEL,1,1572.38195801,2025-08-29,2025-08-31
None,Twente,NED,1,1571.12988281,2025-08-29,2025-08-30
None,Reims,FRA,2,1570.80834961,2025-08-29,2025-08-30
None,Las Palmas,ESP,2,1568.7520752,2025-08-29,2025-08-31
None,Salzburg,AUT,1,1567.04711914,2025-08-29,2025-08-30
None,Guimaraes,POR,1,1566.54516602,2025-08-29,2025-08-30
None,Coventry,ENG,2,1566.38708496,2025-08-29,2025-09-14
None,Koeln,GER,1,1566.26171875,2025-08-29,2025-08-31
None,Sunderland,ENG,1,1563.04760742,2025-08-29,2025-08-30
None,Venezia,ITA,2,1562.43249512,2025-08-29,2025-08-30
None,Middlesbrough,ENG,2,1562.00390625,2025-08-29,2025-09-14
None,Metz,FRA,1,1561.87634277,2025-08-29,2025-08-31
None,Hamburg,GER,1,1559.03112793,2025-08-30,2025-09-13
None,Cremonese,ITA,1,1556.94213867,2025-08-30,2025-09-14
None,Antwerp,BEL,1,1556.84240723,2025-08-29,2025-08-30
None,Shakhtar,UKR,1,1554.296875,2025-08-29,2025-08-31
None,Brondby,DEN,1,1552.41271973,2025-08-29,2025-08-31
None,Spartak Moskva,RUS,1,1551.93481445,2025-08-24,2025-09-14
None,Lok Moskva,RUS,1,1551.53674316,2025-08-24,2025-09-14
None,Southampton,ENG,2,1550.42126465,2025-08-29,2025-09-14
None,Heidenheim,GER,1,1550.4173584,2025-08-29,2025-08-30
None,Panathinaikos,GRE,1,1550.2590332,2025-08-29,2025-08-31
None,Rakow,POL,1,1547.92163086,2025-08-29,2025-08-31
None,Almeria,ESP,2,1547.2734375,2025-08-30,2025-09-14
None,West Brom,ENG,2,1547.11767578,2025-08-29,2025-09-14
None,Mirandes,ESP,2,1542.38708496,2025-08-29,2025-08-31
None,Saint-Etienne,FRA,2,1542.29064941,2025-08-29,2025-08-30
None,Mjaellby,SWE,1,1542.10656738,2025-08-29,2025-08-30
None,Angers,FRA,1,1541.23962402,2025-08-29,2025-08-31
None,Le Havre,FRA,1,1540.91931152,2025-08-29,2025-08-31
None,Dynamo Moskva,RUS,1,1540.22827148,2025-08-24,2025-09-14
None,Pisa,ITA,1,1539.6763916,2025-08-29,2025-08-30
None,Bristol City,ENG,2,1538.69604492,2025-08-29,2025-09-14
None,Santander,ESP,2,1538.25268555,2025-08-29,2025-09-14
None,Eibar,ESP,2,1535.65698242,2025-08-29,2025-09-01
None,Sturm Graz,AUT,1,1535.08276367,2025-08-29,2025-08-30
None,Brann,NOR,1,1534.38720703,2025-08-29,2025-08-31
None,M Tel Aviv,ISR,1,1532.72509766,2025-08-29,2025-08-31
None,Cadiz,ESP,2,1531.9786377,2025-08-29,2025-08-31
None,Nijmegen,NED,1,1531.65734863,2025-08-29,2025-08-31
None,Viking,NOR,1,1531.41357422,2025-08-29,2025-08-31
None,Malmoe,SWE,1,1530.71191406,2025-08-29,2025-08-31
None,Famalicao,POR,1,1530.27832031,2025-08-29,2025-08-30
None,Millwall,ENG,2,1529.58898926,2025-08-29,2025-09-14
None,Dinamo Zagreb,CRO,1,1529.25097656,2025-08-29,2025-08-30
None,Paris FC,FRA,1,1529.09387207,2025-08-29,2025-08-31
None,Paphos,CYP,0,1524.8425293,2025-08-29,2025-09-14
None,Karabakh Agdam,AZE,0,1524.16418457,2025-08-28,2025-09-14
None,Monza,ITA,2,1524.13415527,2025-08-29,2025-09-14
None,Bochum,GER,2,1524.05187988,2025-08-29,2025-08-30
None,Holstein,GER,2,1520.48608398,2025-08-29,2025-08-30
None,Sparta Rotterdam,NED,1,1519.07885742,2025-08-29,2025-08-31
None,Huesca,ESP,2,1513.8157959,2025-08-29,2025-09-01
None,Swansea,ENG,2,1513.31921387,2025-08-29,2025-09-14
None,Stoke,ENG,2,1513.23608398,2025-08-29,2025-09-14
None,Blackburn,ENG,2,1511.72937012,2025-08-29,2025-09-14
None,Lech,POL,1,1509.77770996,2025-08-29,2025-08-31
None,Spezia,ITA,2,1506.90429688,2025-08-29,2025-08-30
None,Basel,SUI,1,1506.40100098,2025-08-29,2025-08-30
None,Hammarby,SWE,1,1505.76452637,2025-08-29,2025-08-31
None,Elversberg,GER,2,1504.46289062,2025-08-30,2025-09-14
None,Granada,ESP,2,1504.10986328,2025-08-29,2025-08-31
None,Legia,POL,1,1503.38427734,2025-08-29,2025-08-31
None,Jagiellonia,POL,1,1502.7121582,2025-08-29,2025-08-31
None,Hannover,GER,2,1502.02270508,2025-08-29,2025-08-30
None,Gijon,ESP,2,1501.53015137,2025-08-30,2025-09-14
None,Ferencvaros,HUN,1,1499.51208496,2025-08-29,2025-08-31
None,Jablonec,CZE,1,1499.40307617,2025-08-29,2025-08-30
None,Charleroi,BEL,1,1499.1932373,2025-08-29,2025-08-30
None,Nordsjaelland,DEN,1,1499.04089355,2025-08-29,2025-08-31
None,Norwich,ENG,2,1498.8560791,2025-08-29,2025-09-14
None,Karlsruhe,GER,2,1498.76660156,2025-08-29,2025-08-30
None,Young Boys,SUI,1,1498.66931152,2025-08-29,2025-08-31
None,Mechelen,BEL,1,1495.0020752,2025-08-29,2025-08-30
None,Moreirense,POR,1,1494.58203125,2025-08-30,2025-09-14
None,Preston,ENG,2,1491.46838379,2025-08-29,2025-09-14
None,Albacete,ESP,2,1491.23120117,2025-08-29,2025-08-31
None,Paderborn,GER,2,1490.32019043,2025-08-30,2025-09-14
None,Beer-Sheva,ISR,1,1489.53588867,2025-08-29,2025-08-30
None,Dynamo Kyiv,UKR,1,1488.91040039,2025-08-29,2025-08-31
None,Go Ahead Eagles,NED,1,1486.96984863,2025-08-29,2025-08-30
None,Valladolid,ESP,2,1486.02380371,2025-08-29,2025-08-30
None,Djurgarden,SWE,1,1485.76074219,2025-08-29,2025-08-31
None,Burgos,ESP,2,1485.75097656,2025-08-29,2025-08-31
None,Aarhus,DEN,1,1485.3782959,2025-08-29,2025-08-31
None,Hull,ENG,2,1484.56958008,2025-08-29,2025-09-14
None,Zwolle,NED,1,1483.72949219,2025-08-29,2025-08-31
None,Elfsborg,SWE,1,1483.70336914,2025-08-29,2025-08-30
None,Trabzonspor,TUR,1,1482.63293457,2025-08-29,2025-08-31
None,Portsmouth,ENG,2,1482.47595215,2025-08-29,2025-09-14
None,Montpellier,FRA,2,1481.90246582,2025-08-30,2025-09-14
None,Besiktas,TUR,1,1481.77160645,2025-08-29,2025-08-31
None,Craiova,ROM,1,1481.74780273,2025-08-29,2025-08-31
None,Duesseldorf,GER,2,1481.39331055,2025-08-29,2025-08-30
None,Arouca,POR,1,1478.40856934,2025-08-29,2025-08-30
None,St Truiden,BEL,1,1478.30114746,2025-08-30,2025-09-14
None,Frosinone,ITA,2,1478.04138184,2025-08-29,2025-08-30
None,Watford,ENG,2,1474.18945312,2025-08-29,2025-09-14
None,Gent,BEL,1,1474.07519531,2025-08-29,2025-08-31
None,Rosenborg,NOR,1,1474.03991699,2025-08-29,2025-08-31
None,Razgrad,BUL,1,1473.91235352,2025-08-29,2025-08-31
None,Depor,ESP,2,1473.75488281,2025-08-29,2025-09-01
None,Palermo,ITA,2,1473.64245605,2025-08-29,2025-08-30
None,Omonia,CYP,0,1472.90869141,2025-08-29,2025-09-14
None,QPR,ENG,2,1470.77453613,2025-08-29,2025-09-14
None,Darmstadt,GER,2,1469.31542969,2025-08-29,2025-08-31
None,Cercle Brugge,BEL,1,1468.85693359,2025-08-30,2025-09-14
None,Sheffield Weds,ENG,2,1468.36071777,2025-08-29,2025-09-14
None,Estoril,POR,1,1468.06762695,2025-08-29,2025-08-31
None,Casa Pia,POR,1,1467.51428223,2025-08-29,2025-08-30
None,Aris Limassol,CYP,0,1467.36401367,2025-08-29,2025-09-14
None,Molde,NOR,1,1466.4173584,2025-08-29,2025-08-31
None,Banik Ostrava,CZE,1,1465.0723877,2025-08-29,2025-08-31
None,Steaua,ROM,1,1464.72717285,2025-08-29,2025-08-31
None,Randers,DEN,1,1461.23413086,2025-08-29,2025-08-31
None,Santa Clara,POR,1,1461.1953125,2025-08-29,2025-08-31
None,Catanzaro,ITA,2,1460.00219727,2025-08-29,2025-08-30
None,Wolfsberg,AUT,1,1457.84924316,2025-08-29,2025-08-31
None,Larnaca,CYP,0,1457.03381348,2025-08-29,2025-09-14
None,Pogon,POL,1,1456.27978516,2025-08-29,2025-08-31
None,Rio Ave,POR,1,1455.17529297,2025-08-29,2025-08-31
None,Malaga,ESP,2,1455.12341309,2025-08-29,2025-08-31
None,Rapid Wien,AUT,1,1455.08483887,2025-08-29,2025-08-31
None,Rubin Kazan,RUS,1,1455.03417969,2025-08-24,2025-09-14
None,Bueyueksehir,TUR,1,1454.51757812,2025-08-29,2025-08-31
None,Silkeborg,DEN,1,1453.61230469,2025-08-29,2025-08-31
None,Troyes,FRA,2,1453.07995605,2025-08-30,2025-09-14
None,Juve Stabia,ITA,2,1451.91333008,2025-08-29,2025-08-30
None,Cordoba,ESP,2,1451.44836426,2025-08-29,2025-08-30
None,Aris,GRE,1,1451.13366699,2025-08-29,2025-08-30
None,Gil Vicente,POR,1,1449.81640625,2025-08-30,2025-09-14
None,Derby,ENG,2,1449.30566406,2025-08-29,2025-09-14
None,Hertha,GER,2,1449.25439453,2025-08-30,2025-09-14
None,Celje,SVN,1,1449.15258789,2025-08-29,2025-08-31
None,Viborg,DEN,1,1449.09619141,2025-08-30,2025-09-14
None,Gornik,POL,1,1448.1541748,2025-08-29,2025-08-30
None,Sampdoria,ITA,2,1447.69482422,2025-08-29,2025-08-31
None,Westerlo,BEL,1,1446.95422363,2025-08-29,2025-08-30
None,Suedtirol,ITA,2,1446.86938477,2025-08-29,2025-08-31
None,Castellon,ESP,2,1446.23193359,2025-08-29,2025-08-30
None,AIK,SWE,1,1445.97192383,2025-08-29,2025-08-31
None,Andorra CF,ESP,2,1445.88195801,2025-08-29,2025-08-31
None,Magdeburg,GER,2,1445.70996094,2025-08-29,2025-08-31
None,Cesena,ITA,2,1444.79443359,2025-08-29,2025-08-30
None,Birmingham,ENG,2,1444.52258301,2025-08-29,2025-09-14
None,Bastia,FRA,2,1442.37646484,2025-08-29,2025-08-30
None,Lautern,GER,2,1441.63354492,2025-08-29,2025-08-31
None,Oxford,ENG,2,1438.93798828,2025-08-29,2025-09-14
None,Cracovia,POL,1,1438.08654785,2025-08-29,2025-08-31
None,Modena,ITA,2,1437.14929199,2025-08-29,2025-09-14
None,Laval,FRA,2,1437.06103516,2025-08-30,2025-09-14
None,Samsunspor,TUR,1,1436.80664062,2025-08-29,2025-08-31
None,Maccabi Haifa,ISR,1,1436.6394043,2025-08-29,2025-08-31
None,Bari,ITA,2,1435.60681152,2025-08-29,2025-09-14
None,Rostov,RUS,1,1431.8380127,2025-08-24,2025-09-14
None,Guingamp,FRA,2,1431.61474609,2025-08-29,2025-08-30
None,Standard,BEL,1,1431.51403809,2025-08-29,2025-08-31
None,Charlton,ENG,2,1430.35058594,2025-08-29,2025-09-14
None,Heerenveen,NED,1,1430.25610352,2025-08-29,2025-08-30
None,Tromso,NOR,1,1429.57397461,2025-08-29,2025-08-31
None,Annecy,FRA,2,1428.94787598,2025-08-30,2025-09-14
None,Zaragoza,ESP,2,1428.93945312,2025-08-29,2025-08-30
None,Carrarese,ITA,2,1428.69213867,2025-08-29,2025-08-31
None,Leuven,BEL,1,1426.93029785,2025-08-29,2025-08-31
None,Sociedad B,ESP,2,1426.71154785,2025-08-30,2025-09-14
None,Hajduk,CRO,1,1425.89758301,2025-08-29,2025-08-31
None,Hibernian,SCO,1,1424.87561035,2025-08-29,2025-08-31
None,Lausanne,SUI,1,1424.73681641,2025-08-29,2025-08-31
None,Rodez,FRA,2,1424.25866699,2025-08-30,2025-09-14
None,Dunkerque,FRA,2,1424.03479004,2025-08-30,2025-09-14
None,Clermont,FRA,2,1423.65466309,2025-08-30,2025-09-14
None,Austria Wien,AUT,1,1422.5567627,2025-08-29,2025-08-31
None,Baltika,RUS,1,1422.26733398,2025-08-25,2025-09-14
None,Schalke,GER,2,1421.71240234,2025-08-29,2025-08-31
None,Servette,SUI,1,1420.86645508,2025-08-29,2025-08-31
None,StGallen,SUI,1,1419.56555176,2025-08-29,2025-08-31
None,Pau,FRA,2,1416.0012207,2025-08-30,2025-09-14
None,Goeztepe,TUR,1,1415.65930176,2025-08-30,2025-09-14
None,Haecken,SWE,1,1415.55383301,2025-08-29,2025-08-31
None,Sittard,NED,1,1415.17651367,2025-08-29,2025-08-31
None,Groningen,NED,1,1415.17346191,2025-08-30,2025-09-14
None,LASK,AUT,1,1414.36560059,2025-08-29,2025-08-30
None,GAIS,SWE,1,1414.26379395,2025-08-29,2025-08-31
None,Muenster,GER,2,1413.07226562,2025-08-29,2025-08-30
None,Wrexham,ENG,2,1412.98034668,2025-08-29,2025-09-14
None,Hearts,SCO,1,1411.9934082,2025-08-29,2025-08-30
None,Konyaspor,TUR,1,1411.01184082,2025-08-30,2025-09-14
None,Piast Gliwice,POL,1,1409.82421875,2025-08-29,2025-08-30
None,Nuernberg,GER,2,1409.20129395,2025-08-30,2025-09-14
None,Leonesa,ESP,2,1408.93383789,2025-08-30,2025-09-14
None,Ceuta,ESP,2,1408.77172852,2025-08-29,2025-09-14
None,Mantova,ITA,2,1408.01989746,2025-08-29,2025-08-30
None,Levski,BUL,1,1407.2286377,2025-08-29,2025-08-31
None,CFR Cluj,ROM,1,1406.14672852,2025-08-29,2025-08-31
None,Goeteborg,SWE,1,1405.8223877,2025-08-29,2025-08-30
None,Korona,POL,1,1405.26879883,2025-08-29,2025-08-30
None,Kasimpasa,TUR,1,1404.44836426,2025-08-29,2025-08-30
None,Reggiana,ITA,2,1402.28442383,2025-08-30,2025-09-14
None,Grenoble,FRA,2,1402.07958984,2025-08-29,2025-08-30
None,Nancy,FRA,2,1400.63500977,2025-08-30,2025-09-14
None,Rijeka,CRO,1,1397.11499023,2025-08-29,2025-08-31
None,Amiens,FRA,2,1396.02746582,2025-08-30,2025-09-14
None,Fredrikstad,NOR,1,1395.97253418,2025-08-29,2025-08-31
None,KFUM Oslo,NOR,1,1395.42895508,2025-08-29,2025-08-31
None,Fuerth,GER,2,1394.87023926,2025-08-29,2025-08-31
None,Rapid Bucuresti,ROM,1,1394.37475586,2025-08-30,2025-09-14
None,Alanyaspor,TUR,1,1394.23303223,2025-08-29,2025-08-31
None,Puskas Akademia,HUN,1,1393.01928711,2025-08-29,2025-08-30
None,Kryliya Sovetov,RUS,1,1392.85461426,2025-08-25,2025-09-14
None,Heracles,NED,1,1392.50476074,2025-08-30,2025-09-14
None,Hradec Kralove,CZE,1,1392.19384766,2025-08-29,2025-08-30
None,Nacional,POR,1,1391.96936035,2025-08-29,2025-08-30
None,Luzern,SUI,1,1389.76367188,2025-08-29,2025-08-31
None,Red Star,FRA,2,1389.72937012,2025-08-30,2025-09-14
None,Partizan,SRB,1,1388.52075195,2025-08-27,2025-08-30
None,Slovan Liberec,CZE,1,1388.48522949,2025-08-29,2025-08-31
None,Radomiak,POL,1,1388.18103027,2025-08-30,2025-09-14
None,Braunschweig,GER,2,1387.98583984,2025-08-29,2025-08-30
None,Sandefjord,NOR,1,1386.79870605,2025-08-29,2025-08-31
None,Kayseri,TUR,1,1385.23095703,2025-08-29,2025-08-30
None,SonderjyskE,DEN,1,1385.11901855,2025-08-29,2025-08-31
None,Terek Grozny,RUS,1,1382.61633301,2025-08-23,2025-09-14
None,Slovan Bratislava,SLK,0,1382.40649414,2025-08-29,2025-09-14
None,IK Sirius,SWE,1,1381.0098877,2025-08-29,2025-08-31
None,Le Mans,FRA,2,1380.96972656,2025-08-29,2025-08-30
None,Dender,BEL,1,1380.8203125,2025-08-29,2025-08-30
None,Plock,POL,1,1377.83728027,2025-08-30,2025-09-14
None,Fredericia,DEN,1,1377.41027832,2025-08-29,2025-08-31
None,Hartberg,AUT,1,1375.8223877,2025-08-29,2025-08-31
None,Paksi,HUN,1,1375.78271484,2025-08-30,2025-09-14
None,Estrela Amadora,POR,1,1375.39306641,2025-08-29,2025-08-31
None,Alverca,POR,1,1373.5234375,2025-08-29,2025-08-31
None,Entella,ITA,2,1372.89587402,2025-08-29,2025-08-30
None,Katowice,POL,1,1372.70654297,2025-08-30,2025-09-14
None,Bielefeld,GER,2,1372.05578613,2025-08-29,2025-08-30
None,Tondela,POR,1,1371.83959961,2025-08-29,2025-08-31
None,Rizespor,TUR,1,1371.71740723,2025-08-29,2025-08-30
None,Lugano,SUI,1,1370.79064941,2025-08-29,2025-08-31
None,Padova,ITA,2,1367.77270508,2025-08-29,2025-08-31
None,Zuerich,SUI,1,1366.32226562,2025-08-29,2025-08-30
None,Antalyaspor,TUR,1,1365.63769531,2025-08-29,2025-08-30
None,Avellino,ITA,2,1365.18164062,2025-08-29,2025-09-14
None,St Mirren,SCO,1,1364.92907715,2025-08-29,2025-08-31
None,Boulogne,FRA,2,1363.44384766,2025-08-30,2025-09-14
None,Sarpsborg,NOR,1,1363.12609863,2025-08-29,2025-08-31
None,Sigma Olomouc,CZE,1,1362.73864746,2025-08-29,2025-08-31
None,Akron Togliatti,RUS,1,1361.38476562,2025-08-25,2025-09-14
None,Volendam,NED,1,1361.38122559,2025-08-29,2025-08-30
None,Pescara,ITA,2,1361.09680176,2025-08-29,2025-08-30
None,Maribor,SVN,1,1360.31066895,2025-08-29,2025-08-31
None,Atromitos,GRE,1,1359.09729004,2025-08-29,2025-08-31
None,Gyoer,HUN,1,1359.04052734,2025-08-29,2025-08-31
None,Sion,SUI,1,1358.015625,2025-08-29,2025-08-30
None,Widzew,POL,1,1357.46411133,2025-08-29,2025-08-31
None,Gaziantep FK,TUR,1,1356.67260742,2025-08-29,2025-08-30
None,Odense,DEN,1,1356.66552734,2025-08-29,2025-08-31
None,Vejle,DEN,1,1356.42541504,2025-08-30,2025-09-14
None,Lubin,POL,1,1356.03540039,2025-08-29,2025-08-30
None,Breda,NED,1,1355.78503418,2025-08-29,2025-08-31
None,Eyupspor,TUR,1,1355.47119141,2025-08-29,2025-08-31
None,FK Astana,KAZ,0,1354.22009277,2025-08-27,2025-09-14
None,Nieciecza,POL,1,1352.79016113,2025-08-29,2025-08-30
None,AVS Futebol,POR,1,1352.54980469,2025-08-29,2025-08-30
None,Motor Lublin,POL,1,1351.54052734,2025-08-29,2025-08-30
None,Valerenga,NOR,1,1351.38928223,2025-08-29,2025-08-30
None,Universitatea Cluj,ROM,1,1350.71069336,2025-08-29,2025-08-30
None,Shamrock,IRL,0,1349.6451416,2025-08-29,2025-09-14
None,Orenburg,RUS,1,1346.48461914,2025-08-23,2025-09-14
None,Levadeiakos,GRE,1,1346.20715332,2025-08-29,2025-08-31
None,Ham-Kam,NOR,1,1341.45996094,2025-08-29,2025-08-31
None,Dresden,GER,2,1341.0670166,2025-08-29,2025-08-31
None,Koper,SVN,1,1339.46777344,2025-08-30,2025-09-14
None,Trnava,SLK,0,1339.0847168,2025-08-29,2025-09-14
None,Zilina,SLK,0,1338.80725098,2025-08-29,2025-09-14
None,Bohemians Praha,CZE,1,1338.72949219,2025-08-29,2025-08-30
None,Excelsior,NED,1,1338.26489258,2025-08-29,2025-08-30
None,Telstar,NED,1,1338.00378418,2025-08-29,2025-08-30
None,Hapoel Haifa,ISR,1,1337.36340332,2025-08-29,2025-08-30
None,Sheriff Tiraspol,MOL,0,1337.35595703,2025-08-15,2025-09-14
None,Dynamo Makhachkala,RUS,1,1337.17175293,2025-08-24,2025-09-14
